robinet_id;chiffre_id;libelle_affiche;unite;niveau;calcul;fichier_ligne;reservoirs_lus;run_lu;cache;tampon;definition_lue;preuve
copilote_marche;prix_ancien_median_eur_m2;Marché d'une commune (réponse);€/m²;commune;moteur:marche_communes;src/labuse/copilote_v2/outils.py:395-418;dvf;live;aucun;rien;build_marche_commune — point de calcul unique;src/labuse/copilote_v2/outils.py:395-418
copilote_compter_piscines;n_piscines;Piscines détectées (réponse);nombre;commune;sql_propre;src/labuse/copilote_v2/outils.py:529-545;bd_ortho;live;aucun;millesime;même prospection_piscines() que l'outil;src/labuse/copilote_v2/outils.py:529-545
copilote_destination_zone;destination_statut;Peut-on ouvrir une activité ? (verdict);verdict;parcelle;moteur:plu_destinations;src/labuse/copilote_v2/outils.py:573-599;gpu_plu_api_carto,sudocuh;live;aucun;rien;MÊME moteur plu.destinations que fiche et étude de zone;src/labuse/copilote_v2/outils.py:573-599
veille_evaluations;n_veilles;Veilles actives;nombre;global;sql_propre;src/labuse/copilote_v2/veilles.py:82-88;(veilles);live;aucun;rien;count veilles du compte;src/labuse/copilote_v2/veilles.py:82-88
projets_liste;projet_cadrage_n;Parcelles (cadrage);nombre;global;sql_propre;src/labuse/api/projets.py:606-640;(projet_parcelles);q_v11_m137 (constante_unique);aucun;rien;count parcelles du projet;src/labuse/api/projets.py:606-640
projets_liste;projet_retenues_n;Retenues;nombre;global;sql_propre;src/labuse/api/projets.py:606-640;(projet_parcelles);q_v11_m137 (constante_unique);aucun;rien;count retenues;src/labuse/api/projets.py:606-640
projets_compteur;projet_cadrage_n;Compteur projet (bandeau);nombre;global;sql_propre;src/labuse/api/projets.py:488-510;(projet_parcelles);q_v11_m137 (constante_unique);_COMPTEUR_CACHE 600 s;rien;mêmes comptes, cache mémoire 600 s;src/labuse/api/projets.py:488-510
crm_kanban;crm_cartes_n;Cartes par colonne;nombre;global;sql_propre;src/labuse/api/crm_columns.py:34;(pipeline_entries);live;aucun;rien;count par colonne;src/labuse/api/crm_columns.py:34
notif_cloche;n_notifications;Notifications non lues;nombre;global;sql_propre;src/labuse/api/events.py:696;(event_log);live;aucun;rien;count event_log non lus du compte;src/labuse/api/events.py:696
notif_brief_matin;n_bascules_7j;Bascules (7 jours);nombre;global;sql_propre;src/labuse/api/events.py:1086-1153;(event_log);q_v11_m137 (constante_unique);aucun;rien;bascules de tier détectées vs run précédent;src/labuse/api/events.py:1086-1153
notif_digest_quotidien;n_biens_du_jour;Biens du jour (digest);nombre;global;moteur:marche_pige;src/labuse/api/events.py:1160-1216;radar_pige;live;dédup event_log;date;biens validés du jour, cartes HTML plafond 10 + « et N autres »;src/labuse/api/events.py:1160-1216
notif_radar_digest;n_biens_du_jour;NB_BIENS (Brevo 12);nombre;global;moteur:marche_pige;src/labuse/pige/digests.py:278-296;radar_pige;live;dédup event_log;date;len(biens) du jour — paramètre nommé du template, aucun calcul dans Brevo;src/labuse/pige/digests.py:278-296
notif_radar_alerte;n_biens_veille;NB_BIENS (Brevo 13);nombre;global;moteur:marche_pige;src/labuse/pige/digests.py:303-313;radar_pige;live;dédup event_log;date;len(matches) de LA veille — un mail par veille;src/labuse/pige/digests.py:303-313
pdf_flash;tier_opportunite;Verdict (Flash);classe;parcelle;moteur:scoring_p_v2;src/labuse/flash/data.py (collect_report_data);cosia,sitadel,dvf;q_v11_m137 (constante_unique);aucun;run;verdict lu du run servi, TEMPLATE_VERSION 1.4, section Sources datée;src/labuse/flash/data.py (collect_report_data)
pdf_flash;prix_terrain_secteur_eur_m2;Prix secteur (Flash);€/m²;parcelle;moteur:sector_price;src/labuse/flash/data.py;dvf;live;aucun;millesime;même sector_price que la fiche;src/labuse/flash/data.py
pdf_flash;population_zone;Autour de cette parcelle (Flash);nombre;zone;moteur:zone;src/labuse/flash/data.py::_zone (consomme zone.etude_de_zone);filosofi_carreaux,sirene_etablissements;live;zone_isochrone_cache;millesime;AUCUNE recopie : consomme le moteur zone (F2);src/labuse/flash/data.py::_zone (consomme zone.etude_de_zone)
pdf_dossier_expert;tier_opportunite;Verdict (Dossier);classe;parcelle;moteur:scoring_p_v2;src/labuse/api/dossier.py:65 (réutilise flash/report.py);cosia,sitadel,dvf;q_v11_m137 (constante_unique);aucun;run;même builder que Flash, quota mensuel;src/labuse/api/dossier.py:65 (réutilise flash/report.py)
pdf_banquier;charge_fonciere_eur;Bilan (banquier);€;parcelle;moteur:bilan_promoteur;src/labuse/api/banquier.py:283 (briques_pdf);dvf;live;aucun;rien;11 étapes de faisabilité + bilan, synthèse IA strict_numbers;src/labuse/api/banquier.py:283 (briques_pdf)
pdf_banquier;prix_terrain_secteur_eur_m2;Comparables (banquier);€/m²;parcelle;moteur:sector_price;src/labuse/api/banquier.py:283;dvf;live;aucun;rien;même sector_price;src/labuse/api/banquier.py:283
pdf_pre_dossier_pc;zone_plu_famille;Règles de zonage (CERFA);classe;parcelle;passe_plat;src/labuse/api/pre_dossier.py:732;gpu_plu_api_carto;live;aucun;date;zone + servitudes telles que servies, CERFA 13406*17;src/labuse/api/pre_dossier.py:732
pdf_lettre_zonage;zone_plu_famille;Zone (lettre);classe;parcelle;passe_plat;src/labuse/api/lettre_zonage.py;gpu_plu_api_carto;live;aucun;date;zone exacte + références (lettre_zonage_refs);src/labuse/api/lettre_zonage.py
pdf_argumentaire;prix_terrain_secteur_eur_m2;Prix (argumentaire);€/m²;parcelle;moteur:sector_price;src/labuse/api/argumentaire.py;dvf;live;aucun;rien;faits chiffrés sourcés;src/labuse/api/argumentaire.py
page_accueil_chiffres;n_parcelles_ile;Parcelles (accueil);nombre;global;sql_propre;src/labuse/api/accueil.py:57;cadastre_api_carto;live;cache 1 h;rien;count parcels mesuré, jamais en dur;src/labuse/api/accueil.py:57
page_accueil_chiffres;n_sources;Sources (accueil);nombre;global;sql_propre;src/labuse/api/accueil.py:57 (WHERE_AFFICHEES);(data_sources);live;cache 1 h;rien;count des sources AFFICHÉES (66 au 05/09);src/labuse/api/accueil.py:57 (WHERE_AFFICHEES)
page_accueil_chiffres;run_label_servi;Run servi (pied);classe;global;constante;src/labuse/api/accueil.py:57;(config/served_run.txt);q_v11_m137 (constante_unique);cache 1 h;run;label du run servi;src/labuse/api/accueil.py:57
page_accueil_semaine;n_bascules_7j;Bascules (cette semaine);nombre;global;sql_propre;src/labuse/api/accueil.py:116;(event_log);q_v11_m137 (constante_unique);aucun;rien;même compte de bascules que le brief;src/labuse/api/accueil.py:116
page_sources_client;n_sources;Sources (page client);nombre;global;sql_propre;src/labuse/api/app.py:919-924 (WHERE_AFFICHEES);(data_sources);live;aucun;millesime;66 affichées — chaque ligne porte millésime amont + ingéré le;src/labuse/api/app.py:919-924 (WHERE_AFFICHEES)
page_flash_publique;prix_flash_eur;Rapport Flash — 79 €;€;global;constante;src/labuse/offres.py (source unique des prix);(config);live;aucun;rien;prix de l'offre Flash, source unique offres.py;src/labuse/offres.py (source unique des prix)
admin_pilotage;n_a_faire;À faire (pilotage);nombre;global;sql_propre;src/labuse/api/dashboard.py:250;(etats_sources + crons);live;aucun;rien;gestes attendus : nouvelle_version + a_rafraichir (arbitre unique etats_sources);src/labuse/api/dashboard.py:250
admin_catalogue_sources;n_sources;Catalogue (compte par état);nombre;global;sql_propre;src/labuse/api/dashboard.py:893-894 (est_affichee — sans affichage_desactive);(data_sources);live;aucun;rien;66 affichées, ventilées par les 5 états;src/labuse/api/dashboard.py:893-894 (est_affichee — sans affichage_desactive)
admin_flux_circuit;n_sources;Sources (écran Circuit);nombre;global;sql_propre;src/labuse/flux.py:198 (count(*) SANS WHERE_AFFICHEES);(data_sources);live;aucun;rien;77 = compte BRUT — c'est la FUITE du « 77 dont 49 » vu par Vic;src/labuse/flux.py:198 (count(*) SANS WHERE_AFFICHEES)
admin_flux_circuit;n_sources_surveillees;sous veille (écran Circuit);nombre;global;sql_propre;src/labuse/flux.py:199-201;(source_veille);live;aucun;rien;49 = lignes source_veille actives à vraie sonde, compte brut;src/labuse/flux.py:199-201
admin_flux_circuit;run_label_servi;Run courant (Circuit);classe;global;constante;src/labuse/api/dashboard.py:1231;(config/served_run.txt);q_v11_m137 (constante_unique);aucun;run;runs.current();src/labuse/api/dashboard.py:1231
admin_mise_a_jour;ecart_candidat_pct;Écart candidat vs servi;%;global;sql_propre;src/labuse/golden_ops.py:33-60 (_DISTRIB_CACHE);(parcel_p_score_v2);parametre;dict mémoire;run;comparaison distribution tiers candidat/servi;src/labuse/golden_ops.py:33-60 (_DISTRIB_CACHE)
admin_ia;ia_cout_eur;Conso IA (€);€;global;sql_propre;src/labuse/api/dashboard.py:721;(ia_log);live;aucun;rien;somme cout par modèle/surface 30 j (ledger ia_log);src/labuse/api/dashboard.py:721
admin_radar;n_depots_a_verifier;Dépôts à vérifier;nombre;global;sql_propre;src/labuse/pige/api.py (a_verifier);radar_pige;live;aucun;rien;count pige_depots en attente de validation;src/labuse/pige/api.py (a_verifier)
admin_destinations;n_communes_rnu;RNU (règlement national);nombre;global;sql_propre;frontend/src/components/admin/Destinations.tsx:45 (d.compte.rnu);sudocuh;live;aucun;rien;compteur de communes RNU de la calibration destinations;frontend/src/components/admin/Destinations.tsx:45 (d.compte.rnu)
admin_licences;n_comptes_actifs;Comptes actifs;nombre;global;sql_propre;src/labuse/api/dashboard.py:462;(comptes);live;aucun;rien;count comptes par statut;src/labuse/api/dashboard.py:462
