idu,commune,ratio_pct,etage,annee_construction,annee_etiquette,passoire,divisible,decision,motif,tier_servi,rang
97415000CW0930,Saint-Paul,33.32206774214678,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1577
97411000AV0217,Saint-Denis,21.17667051348496,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1595
97411000EH0012,Saint-Denis,39.296894229531524,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1622
97415000CY1071,Saint-Paul,68.80346436286834,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1624
97416000DE0715,Saint-Pierre,38.33987931256168,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1635
97422000AY1105,Le Tampon,15.249860594202309,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1673
97409000BO0631,Saint-André,8.204572157630698,1,,Absent,f,,servie,bâtie 8 % — servie (bâti marginal),chaude,1678
97412000CK0809,Saint-Joseph,31.54035611316956,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1684
97413000CX2611,Saint-Leu,33.566329448196996,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1686
97409000AS1144,Saint-André,38.801488491582994,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1691
97420000AI0906,Sainte-Suzanne,9.50558253906489,1,,Absent,f,f,servie,bâtie 10 % — servie (bâti marginal),chaude,1698
97412000BW2412,Saint-Joseph,29.703708976375534,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1699
97423000AH1823,Les Trois-Bassins,3.397962431055784,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,1715
97415000EP0704,Saint-Paul,30.683897216625304,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1725
97416000CT1031,Saint-Pierre,6.473834465405083,1,,Absent,f,f,servie,bâtie 6 % — servie (bâti marginal),chaude,1732
97415000BV0938,Saint-Paul,22.504463648038623,2,,Absent,f,t,divisible,bâtie 23 % mais DIVISIBLE : partie libre 728 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1733
97416000CX0623,Saint-Pierre,25.035062155871238,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1738
97413000CA0198,Saint-Leu,18.4199343999925,2,,Absent,f,t,divisible,bâtie 18 % mais DIVISIBLE : partie libre 9512 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1743
97416000HN1778,Saint-Pierre,18.112714646321933,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1749
97415000AX0527,Saint-Paul,10.11465109346126,1,,Absent,f,f,servie,bâtie 10 % — servie (bâti marginal),chaude,1750
97404000AY0331,L'Étang-Salé,26.184482106896954,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1753
97416000ET1363,Saint-Pierre,14.01882683566919,1,,Absent,f,f,servie,bâtie 14 % — servie (bâti marginal),chaude,1756
97406000AH0227,La Plaine-des-Palmistes,29.357830130310486,2,,Absent,f,t,divisible,bâtie 29 % mais DIVISIBLE : partie libre 683 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1757
97413000BM0715,Saint-Leu,3.904572343630854,1,,Absent,f,t,servie,bâtie 4 % — servie (bâti marginal),chaude,1760
97404000AT0428,L'Étang-Salé,9.796779644297153,1,,Absent,f,,servie,bâtie 10 % — servie (bâti marginal),chaude,1764
97411000BK0234,Saint-Denis,6.475231644220977,1,,Absent,f,t,servie,bâtie 6 % — servie (bâti marginal),chaude,1765
97414000EM0928,Saint-Louis,16.59373308178536,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1766
97408000AO1648,La Possession,29.551675179870205,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1769
97411000CE0875,Saint-Denis,20.062827603572668,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1782
97407000AH1120,Le Port,19.945869906243754,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1786
97416000ES0905,Saint-Pierre,40.57812708331833,3,,Absent,f,f,saturee,"bâtie saturée — ratio 41 % (emprise 266 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,1790
97407000AH1220,Le Port,8.561355127745774,1,,Absent,f,f,servie,bâtie 9 % — servie (bâti marginal),chaude,1797
97422000AP0084,Le Tampon,22.364699971949406,2,,Absent,f,t,divisible,bâtie 22 % mais DIVISIBLE : partie libre 631 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1804
97420000AD0341,Sainte-Suzanne,7.286951143628856,1,,Absent,f,f,servie,bâtie 7 % — servie (bâti marginal),chaude,1805
97418000AR1786,Sainte-Marie,8.708967435783439,1,,Absent,f,f,servie,bâtie 9 % — servie (bâti marginal),chaude,1820
97413000CC0189,Saint-Leu,42.772507752535894,3,,Absent,f,f,saturee,"bâtie saturée — ratio 43 % (emprise 311 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,1827
97422000AX1622,Le Tampon,14.256351315159778,1,,Absent,f,t,servie,bâtie 14 % — servie (bâti marginal),chaude,1828
97422000BS1957,Le Tampon,29.50148831256024,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1846
97411000EK0007,Saint-Denis,34.39341933685064,2,,Absent,f,t,divisible,bâtie 34 % mais DIVISIBLE : partie libre 631 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1849
97416000IE1900,Saint-Pierre,20.01838581438464,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1864
97416000IL0741,Saint-Pierre,13.9880795296224,1,,Absent,f,f,servie,bâtie 14 % — servie (bâti marginal),chaude,1865
97415000CR0614,Saint-Paul,7.282195764971605,1,,Absent,f,f,servie,bâtie 7 % — servie (bâti marginal),chaude,1869
97415000CY0477,Saint-Paul,19.43798059962538,2,,Absent,f,t,divisible,bâtie 19 % mais DIVISIBLE : partie libre 1304 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1875
97414000CO1043,Saint-Louis,30.238850353819828,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,1897
97411000BX0171,Saint-Denis,18.772427769059046,2,,Absent,f,t,divisible,bâtie 19 % mais DIVISIBLE : partie libre 1459 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1898
97416000ES2007,Saint-Pierre,45.42071859543051,3,,Absent,f,f,saturee,"bâtie saturée — ratio 45 % (emprise 227 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,1900
97415000DK0859,Saint-Paul,34.7549613457945,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1908
97406000AV1338,La Plaine-des-Palmistes,3.650067189140829,1,,Absent,f,t,servie,bâtie 4 % — servie (bâti marginal),chaude,1913
97422000AX1182,Le Tampon,27.41622890643358,2,,Absent,f,t,divisible,bâtie 27 % mais DIVISIBLE : partie libre 920 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1920
97422000BK2082,Le Tampon,27.049456333007818,2,,Absent,f,t,divisible,bâtie 27 % mais DIVISIBLE : partie libre 1053 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,1924
97413000DM0209,Saint-Leu,24.909042018383634,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1926
97418000AO0603,Sainte-Marie,14.713240768642121,1,,Absent,f,f,servie,bâtie 15 % — servie (bâti marginal),chaude,1929
97408000AO1681,La Possession,48.35841162621052,3,,Absent,f,f,saturee,"bâtie saturée — ratio 48 % (emprise 217 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,1935
97415000CX0660,Saint-Paul,37.9016195293907,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,1940
97415000CP0973,Saint-Paul,2.4484277743507015,1,,Absent,f,t,servie,bâtie 2 % — servie (bâti marginal),chaude,1996
97404000AL1680,L'Étang-Salé,24.732724971474568,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2014
97415000CS0434,Saint-Paul,33.8865796075177,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2018
97408000AM0904,La Possession,32.801858969885245,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2022
97415000CR1265,Saint-Paul,15.873783417406017,2,,Absent,f,t,divisible,bâtie 16 % mais DIVISIBLE : partie libre 1320 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2024
97404000AI1989,L'Étang-Salé,16.872037542929743,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2029
97410000BM1402,Saint-Benoît,12.262427961718036,1,,Absent,f,f,servie,bâtie 12 % — servie (bâti marginal),chaude,2033
97412000CT0375,Saint-Joseph,28.26073124906586,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2038
97408000AC2253,La Possession,10.516878232603931,1,,Absent,f,t,servie,bâtie 11 % — servie (bâti marginal),chaude,2057
97408000AH0317,La Possession,44.849583871199385,3,,Absent,f,f,saturee,"bâtie saturée — ratio 45 % (emprise 240 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2061
97412000AM1545,Saint-Joseph,19.65735026687138,2,,Absent,f,t,divisible,bâtie 20 % mais DIVISIBLE : partie libre 1060 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2073
97418000AT1786,Sainte-Marie,29.824435461267747,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2095
97410000BV0202,Saint-Benoît,17.107911771496102,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2097
97413000CY0682,Saint-Leu,24.262317937622026,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2098
97416000EV1703,Saint-Pierre,37.175903066827594,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2100
97404000BA0253,L'Étang-Salé,51.75521228910596,3,,Absent,f,,saturee,"bâtie saturée — ratio 52 % (emprise 318 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2128
97415000EV0310,Saint-Paul,12.566504863368056,1,,Absent,f,f,servie,bâtie 13 % — servie (bâti marginal),chaude,2135
97415000CS0437,Saint-Paul,35.34751206075738,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2141
97408000AC2450,La Possession,21.7477797185928,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2155
97415000AY0144,Saint-Paul,0.72127351600723,1,,Absent,f,t,servie,bâtie 1 % — servie (bâti marginal),chaude,2157
97412000AW0695,Saint-Joseph,25.70242832627357,2,,Absent,f,t,divisible,bâtie 26 % mais DIVISIBLE : partie libre 665 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2158
97415000BN0187,Saint-Paul,23.387858334211057,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2164
97416000ES1230,Saint-Pierre,59.581219404462956,3,,Absent,f,f,saturee,"bâtie saturée — ratio 60 % (emprise 732 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2168
97412000BW0837,Saint-Joseph,26.540621254177562,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2173
97411000EK0119,Saint-Denis,16.62283644633052,2,,Absent,f,t,divisible,bâtie 17 % mais DIVISIBLE : partie libre 834 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2176
97412000BX1339,Saint-Joseph,6.931373868099374,1,,Absent,f,f,servie,bâtie 7 % — servie (bâti marginal),chaude,2180
97409000BD0689,Saint-André,27.178760472134456,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2181
97416000EX1895,Saint-Pierre,22.620743949814766,2,,Absent,f,t,divisible,bâtie 23 % mais DIVISIBLE : partie libre 917 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2186
97415000CZ1194,Saint-Paul,19.746016690120555,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2196
97422000CX0716,Le Tampon,18.867245912192256,2,,Absent,f,t,divisible,bâtie 19 % mais DIVISIBLE : partie libre 1487 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2197
97401000AP1294,Les Avirons,29.79138191485785,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2198
97418000AT1839,Sainte-Marie,33.751578577988646,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2217
97412000AZ0947,Saint-Joseph,25.594242833373794,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2222
97415000DE0747,Saint-Paul,62.81238623526579,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2237
97415000EZ0060,Saint-Paul,11.178896652441063,1,,Absent,f,t,servie,bâtie 11 % — servie (bâti marginal),chaude,2242
97411000DW0005,Saint-Denis,8.503102507541769,1,,Absent,f,t,servie,bâtie 9 % — servie (bâti marginal),chaude,2257
97416000ES0922,Saint-Pierre,29.52022493926754,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2264
97415000AD0422,Saint-Paul,44.72552708296164,3,,Absent,f,f,saturee,"bâtie saturée — ratio 45 % (emprise 184 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2272
97408000BM0115,La Possession,29.43251557981082,2,,Absent,f,t,divisible,bâtie 29 % mais DIVISIBLE : partie libre 664 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2273
97415000CY0173,Saint-Paul,37.9109197135731,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2283
97411000EK0006,Saint-Denis,18.079844175000197,2,,Absent,f,t,divisible,bâtie 18 % mais DIVISIBLE : partie libre 683 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2292
97415000CV1487,Saint-Paul,37.34946487508344,2,,Absent,f,t,divisible,bâtie 37 % mais DIVISIBLE : partie libre 674 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2293
97413000CY0420,Saint-Leu,24.245628500840517,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2315
97415000CM2083,Saint-Paul,28.227451712757656,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2317
97416000EP0835,Saint-Pierre,34.14177907504016,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2329
97410000AK0662,Saint-Benoît,37.815326832974186,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2334
97412000CE1462,Saint-Joseph,35.080507817919845,2,,Absent,f,t,divisible,bâtie 35 % mais DIVISIBLE : partie libre 776 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2340
97415000CY0978,Saint-Paul,45.89621172759009,3,,Absent,f,f,saturee,"bâtie saturée — ratio 46 % (emprise 185 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2352
97408000AC2787,La Possession,39.87714495239414,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2355
97406000AW0821,La Plaine-des-Palmistes,3.0546945404860804,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,2371
97413000CR0792,Saint-Leu,29.836920205536934,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2374
97416000EW0470,Saint-Pierre,2.5853428105430107,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,2377
97408000AO0327,La Possession,14.485075647451104,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2382
97422000CI0591,Le Tampon,12.842191123679378,1,,Absent,f,t,servie,bâtie 13 % — servie (bâti marginal),chaude,2388
97410000BX1259,Saint-Benoît,6.297507124718938,1,,Absent,f,f,servie,bâtie 6 % — servie (bâti marginal),chaude,2409
97409000AX1070,Saint-André,57.413467142266306,3,,Absent,f,,saturee,"bâtie saturée — ratio 57 % (emprise 345 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2413
97415000CY1027,Saint-Paul,49.39096477926746,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2425
97408000BM0117,La Possession,41.099263001857494,3,,Absent,f,f,saturee,"bâtie saturée — ratio 41 % (emprise 366 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2450
97422000AY1495,Le Tampon,12.523822080902509,1,,Absent,f,f,servie,bâtie 13 % — servie (bâti marginal),chaude,2459
97416000HY1552,Saint-Pierre,49.899958769134585,3,,Absent,f,f,saturee,"bâtie saturée — ratio 50 % (emprise 198 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2469
97411000EH0074,Saint-Denis,28.86086982446132,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2470
97406000AI0542,La Plaine-des-Palmistes,9.187682076782814,1,,Absent,f,t,servie,bâtie 9 % — servie (bâti marginal),chaude,2473
97409000AR2339,Saint-André,9.94678497530467,1,,Absent,f,,servie,bâtie 10 % — servie (bâti marginal),chaude,2476
97419000AR0813,Sainte-Rose,16.80263165242966,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2490
97415000CX0656,Saint-Paul,33.93096125716134,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2496
97422000BN0344,Le Tampon,21.552639814191558,2,,Absent,f,t,divisible,bâtie 22 % mais DIVISIBLE : partie libre 962 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2501
97407000AS1192,Le Port,29.406862070007715,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2522
97408000AO1758,La Possession,23.072778120525285,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2525
97404000AW0710,L'Étang-Salé,19.800478138784626,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2526
97415000AY1406,Saint-Paul,28.55187410215714,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2530
97411000DY0137,Saint-Denis,15.941420270546509,3,,Absent,f,t,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2537
97416000IE1990,Saint-Pierre,50.84357654936645,3,,Absent,f,f,saturee,"bâtie saturée — ratio 51 % (emprise 174 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2552
97422000AK1410,Le Tampon,9.984388007237014,1,,Absent,f,t,servie,bâtie 10 % — servie (bâti marginal),chaude,2553
97416000HV0227,Saint-Pierre,32.203013570934424,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2557
97415000CW0264,Saint-Paul,16.360375641975345,2,,Absent,f,t,divisible,bâtie 16 % mais DIVISIBLE : partie libre 1926 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2575
97412000CW1199,Saint-Joseph,23.409985835502003,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2589
97415000BV1608,Saint-Paul,4.771654480907479,1,,Absent,f,t,servie,bâtie 5 % — servie (bâti marginal),chaude,2595
97411000HA0147,Saint-Denis,11.853484014195647,1,,Absent,f,t,servie,bâtie 12 % — servie (bâti marginal),chaude,2608
97417000AO0261,Saint-Philippe,9.499369982312912,1,,Absent,f,,servie,bâtie 9 % — servie (bâti marginal),chaude,2610
97414000CO1449,Saint-Louis,16.268351635388647,2,,Absent,f,t,divisible,bâtie 16 % mais DIVISIBLE : partie libre 1184 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2611
97414000DH1439,Saint-Louis,2.7088507440814182,1,,Absent,f,t,servie,bâtie 3 % — servie (bâti marginal),chaude,2617
97413000DD1348,Saint-Leu,80.84520119544416,3,,Absent,f,f,saturee,"bâtie saturée — ratio 81 % (emprise 277 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2632
97422000CX1241,Le Tampon,28.182407009693566,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2647
97422000CX0175,Le Tampon,9.093780308488611,1,,Absent,f,t,servie,bâtie 9 % — servie (bâti marginal),chaude,2654
97416000CW0526,Saint-Pierre,19.396572084525058,2,,Absent,f,t,divisible,bâtie 19 % mais DIVISIBLE : partie libre 755 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2665
97418000AO0914,Sainte-Marie,6.304322509733787,1,,Absent,f,f,servie,bâtie 6 % — servie (bâti marginal),chaude,2669
97411000EZ0061,Saint-Denis,14.529306457302832,1,,Absent,f,t,servie,bâtie 15 % — servie (bâti marginal),chaude,2673
97411000AC0024,Saint-Denis,34.08844526623594,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2683
97416000DE1457,Saint-Pierre,45.566937725197626,3,,Absent,f,f,saturee,"bâtie saturée — ratio 46 % (emprise 149 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2684
97416000EP0908,Saint-Pierre,33.45545772632398,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",brulante,2697
97404000AX0095,L'Étang-Salé,18.62208676259705,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2698
97411000BZ0999,Saint-Denis,15.103444433922672,2,,Absent,f,t,divisible,bâtie 15 % mais DIVISIBLE : partie libre 754 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2700
97411000EV0197,Saint-Denis,23.21361198793784,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2702
97412000CX0341,Saint-Joseph,20.790829392121935,2,,Absent,f,t,divisible,bâtie 21 % mais DIVISIBLE : partie libre 852 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2712
97424000AI1015,Cilaos,29.223410808782955,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2720
97415000CT2294,Saint-Paul,38.75176230291826,2,,Absent,f,t,divisible,bâtie 39 % mais DIVISIBLE : partie libre 655 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2722
97414000HH0111,Saint-Louis,25.727413457105975,2,,Absent,f,t,divisible,bâtie 26 % mais DIVISIBLE : partie libre 613 m² ≥ 600 en U/AU (commune calibrée — Sourcé),chaude,2729
97415000DE0586,Saint-Paul,38.00887654120258,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2734
97404000AW0609,L'Étang-Salé,8.706167887374203,1,,Absent,f,,servie,bâtie 9 % — servie (bâti marginal),chaude,2745
97408000AC1950,La Possession,40.264416085723546,3,,Absent,f,f,saturee,"bâtie saturée — ratio 40 % (emprise 226 m², source max(BD TOPO éd. 2026-06-15, CoSIA PVA 2025))",chaude,2746
97411000DY0099,Saint-Denis,33.84147906626108,3,,Absent,f,f,saturee,SDP saturée par le bâti existant (pct_potentiel ≥ 100) — même chemin A4,chaude,2748
97416000HI0881,Saint-Pierre,5.619992107785383,1,,Absent,f,t,servie,bâtie 6 % — servie (bâti marginal),chaude,2754
97404000AX0464,L'Étang-Salé,38.263084590873916,2,,Absent,f,,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2781
97415000AW2359,Saint-Paul,19.546409190910104,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2786
97416000EP1007,Saint-Pierre,14.137498385420708,1,,Absent,f,t,servie,bâtie 14 % — servie (bâti marginal),chaude,2789
97415000EY1329,Saint-Paul,36.73277165472554,2,,Absent,f,f,saturee,"bâtie 15-40 % à bâti d'année Absente (traitée récente — le doute ne profite jamais au classement), non divisible",chaude,2795
97413000AH0383,Saint-Leu,11.599455612458403,1,,Absent,f,t,servie,bâtie 12 % — servie (bâti marginal),chaude,2797
